well,oracle_shift,base_rmse,tw_delta,prefix_delta,ridge_correction,ridge_rmse,ordered_rmse
bb682ebd,15.684018109525864,18.10764164979524,-1.2055953912211066,-21.35276257798315,-1.7872631840276387,19.67597347263727,17.02141652176835
bcebcc5f,8.205652909834226,9.334223445480248,5.97894997449713,-13.359205125923028,2.392498583961105,7.320365487454068,9.035391469745887
bd4ae5da,-10.373610367071054,12.107670590593209,-4.862087723109594,-13.85270437352981,-3.2409121090093156,9.479413458809873,12.763781695211717
bd6f0e19,7.5778113938745175,7.912769174175132,6.048090989308285,-4.07735457697549,2.669364871315142,5.41124179347634,6.858351439718314
bd8f847e,-7.136208238485118,9.946978059463298,-3.8930494460450644,-12.513672897019333,2.799813267279931,12.113687624148584,9.558882675222124
be063506,-2.3647825350881417,3.1662734433669213,0.5275780424681783,-2.913075326570538,1.9566461179977384,4.807061127511277,2.7649159559461247
be35c8f2,1.8792592792547234,5.916729088581362,-6.296808154592328,-11.018961031410253,-2.333873730260423,7.01616401068731,5.235369031498962
bf70b410,-11.417939820378013,20.194020356324486,-4.222850693026128,-11.214308400046686,-2.4471682336227,18.918346948706002,19.18868635890387
c03fba65,-15.114521740576853,17.59879436571826,-6.039941468293371,-0.6695774573477609,-6.695779002739847,12.334667606642782,16.487483145452828
c1708b88,-11.406379739265471,15.373996383677632,-1.2571533050085248,-11.404744934701721,2.1287890182011293,17.013378833791574,15.930619143001708
c3957531,-5.06288457631379,12.633084293911361,-3.0826757834987792,-16.868463843733068,-2.138576624152184,11.93790582736627,12.505581925692983
